,uid,iid,score,review,date
11,76,972,3.9746018818493085,smaller efficient hub especially relative major hub behemoth like dfw ord jfk though walkway terminal long people mover .. could use nicer din facility ' typical airport concession past 2 - 3 decade ,2016-04-25 01:48:25
12,894,201,4.75576843452291,the lasagna !!!! don ' 5 star say !!! i wish i frig microwave room the grotto salad fresh the bread soft delicious the fry ravioli dip marinara !!! golden nugget las vegas grotto best also monique great server very attentive funny informative go vegas weekend we always back .... at least 3 time town :))))) ,2013-10-24 16:25:54
13,1896,675,3.973303474432621,this place enjoy year recently bad experience i ' know new old rule rule rule !! when order chicken parmesan i ask angelhair pasta instead penne come you would think simple nooooo change pasta any item come silly how much effort make customer happy ok one day i order sandwich go phone upon arrive pick i saw kid lunch i think i ' join i inform waitress i sandwich i order want i tell i go order i cannot sit enjoy .\ seriously !!! with many restaurant choice valley would think restaurant would whatever take make customer happy so time square might busy well one day might harsh rule place ,2015-03-18 16:27:33
14,785,516,3.818672149579378,always good experience get bang buck i mean one salad could fee 2 ppl this visit i chili lime chicken salad great !!! full flavor texture healthy portion !!! i also order fresh bake cooky moist dvd chewy yummy treat !!! and make fresh order want right food order place food order !!! ,2017-06-15 08:04:14
15,669,684,3.828827138142277,honestly one best experience i awhile the ambience great service adequate food superb at first ' kind confuse enter soon press door bell greet someone secret window enter secret door already start bang our server brandon highly suggest ask super funny attentive the food come within perfect time didn ' feel overwhelm whatsoever highly suggest try calamari melt mouth sauce ' overwhelm i order spaghetti meatball know their tomato sauce truly one kind though i ' fond meatball rosemary everyone else table think fantastic we come step dad ' birthday i tell host earlier even celebrant at end order dessert live singer sing happy birthday really top the homemade cannoli ' die !!!!! as soon i finish i want overall experience great everyone welcome for sure come back ,2017-02-10 04:42:40
16,490,152,4.570298838467717,amazing place eat chill environment super friendly staff definitely recommend people come plus lunch special perfect good price perfect amount food love love love this place ,2018-07-07 22:12:02
17,759,49,3.8082353836627085,the bomb !!! great service even 3 lol bobby brandon waiter amaze !!! i get spicy italian pizza i remember 3 x go cuz ' ' amaze !!! sober intoxicate ' great !!! great price ,2013-07-25 22:40:30
18,1065,501,3.9542427399233233,recently move scottsdale chandler happy find chizona ' nearby love pizza wing pizza crust thin thin perfect crisp sauce delicious top always fresh the wing good size meaty def kick heat ... perfect upcoming super bowl delivery fast / friendly kristen wonderful whenever ' call stop order ,2017-01-18 12:46:13
19,1755,538,4.712148877805001,great price favorite bean town ' bean snob !! ,2015-07-31 21:31:21
20,774,39,4.050974321572113,i love poke i literally eat everyday and variety service always quick nice ... ,2015-10-08 01:41:33
21,2097,1029,3.8236653349758636,reservation 8 : 15 ... 9 : 00 get drink order over price unfriendly thus far they obviously put emphasis customer service ,2018-08-21 03:59:16
22,710,118,2.8891974327452825,just barely ok below average free wine food look like mass prepare mess hall it ' ok wonderfully stretch pretty pricey - imo i ' go back recommend friend expected much better ,2014-04-01 04:22:00
23,877,280,4.714560264402781,phenomenal bacon bloody mary ' breakfast my friend i love come brunch church ,2017-12-03 00:42:29
24,1976,765,3.9631583841269675,the place life !! from food valet the food great arrive lighten speed even pack night ( that alone get 3 star take lesson rival ) bar stack good selection liquor awesome craft cocktail value definitely for price speed i would go second give place go wont regret well do suma maya !! place fire ,2015-01-29 04:37:40
25,65,72,4.0688984872912854,in town convention need non sport book place watch hockey game web yelp mention comfortable bar i decide check my bartender denise ruth wonderful the place busy drink always full deliver snack even able help charge phone !! since i watch game i stay bar lounge look great i check next time i ' town there comfortable booth great circular fire pit the waitress also friendly the margarita good can ' speak food i chip salsa restaurant wait area pack i leave might big chef name associate casino suit need perfectly ,2014-01-18 08:08:56
26,981,899,3.7995627675070875,this place ' get stuff together i work mall every time i give place shoot i end regret last time 3 month ago service horrible food mediocre best today i order couscous protein bowl i ' allergic onion description state onion include dish aside peanut - onion one allergic food type american diet you would think menu would mention the bowl 5 little strip chicken two 90 percent fat just another poor experience place i longer visit even free food coupon give away place good period ,2018-01-25 21:24:45
27,560,23,4.705199950794681,we love place food always good especially banana muffin food come quickly delicious breakfast wonderful service today thank amy b ,2015-08-01 00:09:41
28,161,159,2.364465426942327,the beer selection disappoint lay back bar great hang friend weekend the drink fairly price whole theme restaurant / bar throw it disappoint whole patio smoke friendly i smoke could barely breathe i leave option inside .... disappoint ,2013-11-14 04:08:35
29,1386,291,1.2199345748018766,early december 2017 software update show phone set general software update on 12 - 21 - 17 i go set process update it bug it ' take numeric passcode i use daily home screen same day approx lunch time i call verizon take monthly payment phone reset passcode set passcode it work i lock phone i could dial - emergency i ' call verizon anyone i use ipad go online verizon get zack chat i tell i get phone verizon lock phone could verizon fix he ask i change passcode i say set screen he say could help send link passcodes work the link say go itunes plug phone click ' recover .' i plug laptop a message come laptop ask allow connect iphone i click yes allow it clock come error message could connect phone the phone never show message lock screen connect laptop i turn phone nothing happen it still would take passcode i immediately leave nearest verizon store 7th street bell road i tell guy software update would take passcode screen i tell i call verizon hour ago reset passcode one i ' lock phone he blame apple say verizon responsible apple he say need call apple go apple store i say i need cancel account he say i ' cancel phone store your go call verizon i say phone ' work he say use phone i call verizon tell issue they blame apple i say apple ' fix i ' go cancel account she put apple the guy say way reset passcode go itunes i say i already he say iphone need reset apple cord show phone press recover i say i plug laptop clock i turn iphone plug laptop still work i several time he say i ' see update i say yes your apple say goodbye i could get apple store 8pm night 10 mile away due previous plan the phone start work right i walk it take thumb print screen show the guy say probably update i walk store step decide try software update originally cause mess sure enough would take passcode i lock i walk back apple store i tell young woman work issue software update take passcode she say i would make appointment nothing available next week i say apple one send software upgrade cause phone lock useless she say authorize change passcode i say verizon blame apple apple blame verizon she say i know feel i say do she say i could talk apple support phone i say no i already that ' i ' she say due holiday higher volume i ' get next week i say i ' one cause apple verizon i still ' phone work i walk this unacceptable they ' take night they need accountability make stress cause right holiday biltmore apple fix problem reset phone next morning and yes fix problem passcode even though young woman arrowhead apple say apple authorize liar ,2017-12-22 19:37:35
30,485,248,4.861829445981465,this place busy food great waffles make perfect breakfast bowl good will eat recommend ,2015-01-03 23:34:47
31,1298,195,5.0,amazing !! quick efficient carpet spotless !!! even get wine stain totally recommend use move forward ,2014-07-18 05:32:37
32,2027,908,3.9742822165271923,some best bbq i ever great little place grab lunch sometimes ' wait line wait totally worth got pull pork sandwich bbq bean soooo good go - not regret ,2013-10-06 23:21:44
33,472,232,4.667327079294044,came 3yrs later different car ac issue travis awesome professional know talk a plus never try sell anything ,2018-04-04 00:10:53
34,967,26,3.9817274920035746,i ' hear many great thing place really disappoint i warn line i get i hungry wait 45 minute i order fairfax boyfriend order something i forget name it extremely bland i hear many good thing i want give try ' worth wait line ,2017-10-09 03:59:16
35,588,1103,3.711483081955784,i want yelp establish serious grind rule regard buffet if ' woman weigh le 150 pound ' man weigh le 185 pound allow write buffet review seriously maybe yelp include do weigh le 150 / 185 pound additional business tip come time review buffet hating buffet ' like general quality food like fat guy ( like ) hat tapa restaurant i ' like quantity food maybe yelp include do weigh 150 / 185 pound additional tip eat tapa - style restaurant enough rant all i say golden corral slightly expensive higher quality ( term food ) buffet hometown buffet i like hometown ' seat arrangement better ' ample amount booth whereas golden corral seem satisfy primarily table get customer as buffet order water drink chow ' forget bring cash tip bussers / drink server ' option tip register ,2014-02-07 21:17:23
36,1436,10,3.9341622823766635,spent couple hour bar spoon even mom cannot speak highly enough wonderful bartender diego not drink delicious also great time chat thanks diego fantastic night back soon ,2016-04-09 03:22:23
37,521,674,3.7346163248691626,my absolute favorite restaurant las vegas i would suggest 4 course meal $ 48 perfect choice budget the candied bacon delicious the salmon taste like something straight new orleans the pork chop filet mignon scallops great choice ' go wrong the dessert like southern treat twist ,2015-07-28 16:14:33
38,1291,951,3.9078966072581474,gross dont order coffee cinnamon nutmeg ive drink alot coffee day mean lot ive never taste something nasty !!! friend spat sip tell try haha want ice really hot outside taste like coffee flavor water ask waiter take back couldnt drink anymore ask soda instead soda taste like heaven coffee haha oooh mac cheese pizza tasty ' take coffee bill ..... ' nuff say dont go please ,2009-07-15 04:00:42
39,322,282,4.40060422060237,hands best carnitas i ever this place frequent stop i wish i could recommend another dish ..... but i ' will forgo carnitas try anything else yet great staff nice environment ,2015-08-29 16:52:18
40,1284,36,2.3836423075077198,didn ' like serf take ever get u server maybe come 10 but one deer valley much better ,2015-01-07 06:30:24
41,877,640,4.5809450167704195,excellent food fast delivery great service my go - chinese place ,2017-12-03 00:35:56
42,1788,589,1.5766875042406712,i ' restaurant year look good meal i seat garden room i request couple table customer all wait staff near kitchen talk one another no one come i frantically wave manager finally waitress come i order sauerbraten i always like it tuff chewy i take back replace swinebratten ok i restaurant last winter pittsburgh worse ,2016-06-22 05:01:45
43,922,1073,3.928100842758033,$ 1 atm fee - cheapest i could find strip this pretty much reason i keep go back wedged right next venetian palazzo across street nearby caesar ' palace treasure island mirage far one cheapest casino center strip i think $ 1 roulette table entice 1 wheel 2 table take foreverrrrr it ' ok place stop still want gamble ' enough money leave play higher stake table game casino right next door but ' really need cheaper gamble i ' rather go downtown fremont -- selection cheap game casino also cheapest buffet :) ,2009-05-25 05:53:57
44,349,215,4.685654141144564,great atmosphere food owner staff always helpful friendly i highly recommend place great date night ,2017-12-15 23:18:21
45,1310,348,4.755806045284779,location great get around scottsdale north phoenix staff excellent they friendly efficient helpful hotel public area lobby pool clean room breakfast typical holiday inn expresses stayed 2 3 time year 7 8 year try book room away new lolo ' restaurant west side hotel noisy noisy noisy otherwise fabulous hotel reasonable price ,2015-04-17 19:28:58
46,1154,630,4.746960185199807,been twice happy hour work lunch weekend friend first time like 3 star experience ... decent amount beer tap solid happy hour food list the bartender chick cute able shoot shit u pretty well i impress the look decor place impressive swanky remind back home la as i ready leave pretty busy huge group older guy above average first experience the second time saturday couple week ago buddy want check cool spot food drink scottsdale i take end good call for lunch place awesome get sit outside couch get great cocktail ( cheap though ) pork belly really good 1st experience 3 star nothing write home nothing complain either 2nd experience 5 star chill lunch atmosphere good food good drink ... if place bite cheaper i ' give 5 star i return regardless ,2010-12-18 00:02:05
47,355,233,3.635837842004452,the food amaze i love belgian waffle beach style comes banana pineapple whip cream caramel drizzle !!! the staff absolutely wonderful well always recommend place ,2014-04-17 01:16:09
48,953,199,3.1003717783888574,we decide location one location space without wait lunch rush toby keith great atmosphere waitress wear assless chap that take completely surprise our waitress quickly take order prompt delivery she recommend steak chicken fry steak fajitas i order combo fajitas $ 25 unfortunately food extremely lack every meal order party 9 disappoint my meat bland flavor le one group mention steak beef jerky the food quality ' bad price ' unbelievably high food i ' return location they open newer location home town i ' try see ' similar ,2014-08-24 23:17:40
49,763,626,4.519246437001364,ok i stay wynn compliment hotel thank splurge gamble i gotta warn if stay want stay anywhere ' else i mean bed beyong heavenly view great food fantastic seriously room service cook damn near anything i love get drink trashy nice hotel order macaroni & cheese !!!! but great hotel great service the downside frig ' use damn thing ' pack beer water soda red bull take something better put back within 30 second goinna get charge yep electronic sensor ther mini frig but yea i love damn hotel !!! like i say once stay ' wanna stay anywhere ' else ,2006-11-27 19:27:24
50,847,720,3.9550166049199027,the service excellent our waiter great always refill drink even sneak u delicious fry tortilla dessert the food good need little season i definitely go back consider i ' go location since i child so glad back ,2014-07-12 06:28:16
51,1630,421,4.400969112852241,don ' get fool - pub it ' loud it ' crowd the place full wednesday even ( grant weather nice everybody ). the beer main interest ' good i two oat ale ( edimburg ) pretty good ( i ' detail beer taste - ' either good good good ). the food also good chip pull pork sandwich portion reasonable ( i hate plate monstruously cover food burger exactly right size ). also nacho plate friend my downside selection food i wish option choose not 5 page menu something like 5 - 6 item ,2014-07-08 13:48:32
52,746,326,4.755818719865401,i repair do vehicle offer loaner i decide get long overdue pedi i search yelp come across salon i get right kelly technician she excellent anticipated need efficient courteous i pick design photo album ask different color after initial application suggest another shade color would show better i ' happy as i get car foot get catch peddle smudge big toe ugh it perfect i walk back explain happen fix like new i happy return thank !!! ,2017-03-04 00:37:14
53,1512,69,3.7626724904847424,pretty good .... i order takeout take long time i think bartender forget put order you watch ' go wide open kitchen staff stand around get ready next rush no takeout pack i ask time food i ' caesar guy ' place bakersfield much better this bite soggy side much dress needed fresh crack pepper i get sammy recommend bartender fave dish menu motley que i really like pull pork delight pretzel bun coleslaw maybe teensy sweet / spicy bbq sauce would amp i pull unmelted greasy cheese yuck ooh interest still sandwich really good the assort fry hard side season little much it come whole dill pickle mine seem already bite hmmmm ...? one last note ... most takeout package nice i think buy cheapest cutlery kit buy ..... white medium weight polypropylene thin one ply napkin include this cheapest buy they spend lot nice bag little takeout box portion cup skimp big time cutlery kit net net = pretty good liked last meal burro boracho rio ( laughlin vegas ) bakersfield better ,2016-07-14 06:43:27
54,1299,904,3.9526027044379686,come see kelly she amaze she fast attentive the result always i want i ' pay spend whole day ,2016-06-20 00:29:43
55,776,1087,3.6814829749174156,love lunch special : two taco 1 / 2 salad $ 10 joyride skimp nothing ; ' lot food ensalada fresca new favorite crispy fish taco full flavor ,2014-05-26 21:03:43
56,65,1014,3.9090833298770233,absolutely delicious ice cream sandwich mint chocolate cooky mint cookie ice cream the cooky moist little bite crunch mint the ice cream perfect it combination make ice cream heaven the staff great - friendly serve line people 10 : 30pm speed grace you sample ice cream flavor ' sure very clean cute place nice patio outside back will back next time phoenix ,2014-02-08 08:02:31
57,1556,448,4.2254179335971145,decent heard best ayce vegas try went 3 pm weekday nigiri roll sushi come fast appetizer service good server friendly never ask refill tea ( drink lot ~~) sushi goooood except eel it cold hard make little unpleasant other ok sure best ,2017-03-16 15:27:25
58,182,135,3.9987543328914756,some dish hit - - miss xlb ( soup dumpling ) best i ' ever hand god can ' go wrong cold sesame noodle beef roll also scrumptious dan dan noodle ' contain one grain pork though advertise i generally get pork love dan dan noods arrive quite mushy hence i prefer cold sesame potstickers arrive way i see - cook sheet crisp bottom - fascinate idea prevent u cleanly separate dumpling rest fill get tear veggie dumpling stuff mealy puree - turnip maybe felt like would definitely adore kiddos ache season ,2018-07-17 00:48:10
59,374,229,4.725599899755993,you best gyro i ever eat restaurant my daughter i continue frequent establishment thanks great food ,2017-06-06 20:00:34
60,831,72,4.011645146095443,this place great lounge area wait i impress the portion huge price reasonable the food ' anything write home i order philly cheesesteak meat remind arby ' roast beef * yuck * i impress food the omelet bland lack season definitely ' return food maybe i ' visit lounge ,2016-08-13 00:45:02
61,980,295,4.664914440249479,this restaurant amaze food everything i try delicious i always sit bar dana server dana always great recommendation excellent job a hide gem within sls casino ,2018-11-04 20:15:33
62,2099,943,3.9311721216827906,great customer service great option tea coffee choice lactose intolerance friend please indulge care u i get taro milk red bean friend jealous ' get coz tasty ,2015-03-22 01:26:42
63,619,514,4.750256270617833,"when picture stereotypical version irish see men every size shape stand around hold pint guinness ( smithwick ' boddingtons ) one hand drape around bloke ' neck sing -- nay yell - sing top lung danny boy ."" beer slosh ' laugh kiss work -- ' ball - cold outside right am i right you know i ' right this almost identical happen nine fine irishmen ( except outside desert ). there ' someone piano sing mike drunkard try one - poor sod drunken rendition irish - version american pop song and much i detest karaoke annoy drunkard sometimes ' fun partake venture nine fine irishmen offer opportunity addition excellent whisky selection standard pub fare i dedicate 400th yelp review nine fine irishmen and ' hop next time i visit i ' call three drunk irishmen whatever bar ' call ."" ",2012-10-12 19:37:01
64,1386,291,1.2199345748018766,early december 2017 software update show phone set general software update on 12 - 21 - 17 i go set process update it bug it ' take numeric passcode i use daily home screen same day approx lunch time i call verizon take monthly payment phone reset passcode set passcode it work i lock phone i could dial - emergency i ' call verizon anyone i use ipad go online verizon get zack chat i tell i get phone verizon lock phone could verizon fix he ask i change passcode i say set screen he say could help send link passcodes work the link say go itunes plug phone click ' recover .' i plug laptop a message come laptop ask allow connect iphone i click yes allow it clock come error message could connect phone the phone never show message lock screen connect laptop i turn phone nothing happen it still would take passcode i immediately leave nearest verizon store 7th street bell road i tell guy software update would take passcode screen i tell i call verizon hour ago reset passcode one i ' lock phone he blame apple say verizon responsible apple he say need call apple go apple store i say i need cancel account he say i ' cancel phone store your go call verizon i say phone ' work he say use phone i call verizon tell issue they blame apple i say apple ' fix i ' go cancel account she put apple the guy say way reset passcode go itunes i say i already he say iphone need reset apple cord show phone press recover i say i plug laptop clock i turn iphone plug laptop still work i several time he say i ' see update i say yes your apple say goodbye i could get apple store 8pm night 10 mile away due previous plan the phone start work right i walk it take thumb print screen show the guy say probably update i walk store step decide try software update originally cause mess sure enough would take passcode i lock i walk back apple store i tell young woman work issue software update take passcode she say i would make appointment nothing available next week i say apple one send software upgrade cause phone lock useless she say authorize change passcode i say verizon blame apple apple blame verizon she say i know feel i say do she say i could talk apple support phone i say no i already that ' i ' she say due holiday higher volume i ' get next week i say i ' one cause apple verizon i still ' phone work i walk this unacceptable they ' take night they need accountability make stress cause right holiday biltmore apple fix problem reset phone next morning and yes fix problem passcode even though young woman arrowhead apple say apple authorize liar ,2017-12-22 19:37:35
65,1980,736,3.794079902827412,the cheese curd one best ' find entire state burger fry egg messy phenomenal fries also excellent would get 5 star instead 4 except service iffy time get table near door ( winter ) cold drafty be prepare wait go lunch dinner ,2012-12-20 20:00:23
66,141,381,3.7949081637474245,i ' regular federico ' i ' know one visit indicative others quick think : 1 my wife nearly spat ice tea 2 my daughter ' drink disgust i run bathroom spit taste i make dump another the cashier mention change type soda machine good restaurant would least flush system 3 the steak dish even though i chop tough some inedible 4 the salsa spicy completely lack character it soupy spiciness 5 the rice bean half decent 6 the atmosphere dull uninspired completely empty sunday even 7 it cost $ 30 fee two adult two kid price would spend chipotle not real bargain standpoint 8 the good thing : the food much salt - lick fast food restaurant still i ' see reason ever go ,2014-07-21 06:41:09
67,244,516,4.013223595691205,i really enjoy experience grand lux café they really quick seat prompt everything their blood orange mojitos amaze i order ahi tuna burger great they really good special sauce go along work well together made taste bud jump joy the girl say clam chowder really good pasta really good this place open 24 hour ' definitely plus the night club tao tryst come club munchies i order pasta chicken sundried tomato mushroom it quite bland i the second night girlfriend order really good that suck though i bad batch their price ok moderate sure i would come back stay area strip ,2009-11-19 19:01:42
68,987,1056,3.7861381453006673,"my worst meal ever ., food come soooooo slow might understandable ' rush hour want cancel food ., server keep say ' already cook way ., still take 15 minute come ' salty everything salty i order hot tea ., one care come back check drink hard call busy take new customer clear table ., i ' know get 8 100 best chinese restaurant ' even cope rush hour properly ",2018-07-26 14:52:51
69,1146,511,2.57952192635135,the food really really good !! its fresh make well the combination ingredient compliment the chip salsa good choice the chip delicious taste good they salty nice crispy fresh chip we order carnnitas korean taco my mom get classic margarita $ 10 short glass mostly ice the drink taste good two sip go i ' definitely go back :) ,2018-04-23 11:59:54
70,888,626,4.4305427723587485,i love ambiance elegance wynn encore hotel i staid hotel three time business really know organize entertain convention the service also spectacular with elegance room smaller comparison hotel strip but vegas stay room ,2011-10-28 00:02:57
71,198,583,3.692282777297208,this place disappointment .... i eager give place try rave review i drive 20 mile give try they tell group 7 would prefer u split that would benefit ' enough server accommodate u i ' location rancho even menu item different missing quite necessity like to top lot menu item sell however i want call server blake provide u great service attentive friendly i guess vegas never k - bbq joint comparable la ,2015-09-11 05:00:24
72,316,825,3.9626764877290444,rating : d service : c ambiance : c overview : stumbled upon place walk around heart tivoli village fairly large cafe plenty seat ordered cappuccino like i also decide order chocolate eclair extremely far perfect do think i return cafe ,2015-12-17 01:01:35
73,1580,473,1.574630990909438,honestly i could give negative number star scale i would everyone i know absolutely raved place one even family i go the service awful food cold bring food allergen ( i specificially tell server ). we chalk think place know breakfast even our fault ; let ' try morning sometime so again ... epic failure the service terrible food mediocre ask repeatedly someone even bring drink ( yes ' part service deserve mention ). it ' month i ' see go back why people like place i ' confuse i see line door was 2 bad experience fluke i ' see ,2016-02-26 15:03:11
74,410,542,3.8673437271799775,i culinary dropout several time happy hour dinner excellent food especially pretzel cheese the menu limit always something new try the service always great atmosphere lively ,2017-01-02 05:40:51
75,944,218,3.0581268951684097,lot people like rio buffett i try ' like at all the seafood ' fresh ' i expect good quality price ,2012-12-04 16:22:41
76,1981,946,3.7621470678874354,wow i say we come great review impress no ' bad it ' blow u away like say we eat wednesday night pretty full the service good singer good i felt embarrass couple time keep hit wrong note the music little louder i like make difficult conversation the food tasty portion right price little steep location $ 22 plate gnocchi bite much old build i say drive 78 cadillac think slick back hair cool place ,2014-08-27 15:57:45
77,503,444,3.763351940472701,not first time maybe last went breakfast nothing really work hostess snooty way ask reservation ( note 815 morning sunday restaurant empty ) food ' great nothing special certainly worth $ 100 price take 4 entree for example pecan pie french toast $ 14 literally three slice bread layer smushed piece pie ... underwhelming the burrata fry green sandwich poorly assemble half spicy spread also kid menu offer pancake way traditional breakfast fare ,2018-06-03 14:08:13
78,1387,107,4.452732143081022,upon visit defalco ' i chicken parmigiana sandwich friend chicken pesto the food mediocre bland the tomato sauce parm taste like come right school cafeteria i grade school i go time customer ( 7 : 30pm ) wait little ridiculous 25 minute however bad aside thing i like lot place one layout bite confuse kinda fun the table kinda strew store kinda cool eat among various grocery product two excellent bottle beer selection wide variety three excellent happy hour special 3 dollar import 2 dollar domestic ,2011-12-14 23:26:15
79,451,195,4.652310308080311,what i say guy incredible job i ' let lot carpet clean company past fortunately ' case noble they show time respectful walk make carpet tile look brand new they ' also veteran owe operate definitely work give guy shoot ' disappoint ,2018-04-04 03:35:21
80,1916,723,3.2430921320589765,omg best southern food ever staff always friendly efficient my colleague i charlotte together business least year always list must visit restaurant just like home side dish ' consistent for example last year red bean - year best the exception black eye pea they always awesome !!! i ' even like collard green much i ' share serve mert ' fried chicken always do right salmon cake tasty slightly spicy the remoulade sauce killer it ' even good chicken portions generous price reasonable too bad i ' never weekend sat & sun breakfast i ' love try this health food soul food healthy soul ,2015-10-07 21:31:16
81,1046,323,4.746132790266335,we love come food awesome staff great we come often remember u everytime even ' bite time visit love bring friend ,2016-11-10 07:00:41
82,828,6,4.724696497407665,love restaurant service always great food always top notch we often order take food always ready time pip hot ,2015-10-17 03:27:12
83,163,128,3.9408093832354876,every time i visit las vegas i always stop nacho supreme gooooood the hot sauce also great the place little small outdated service always pleasant the cali burrito mozzarella stick also great give place try ,2018-09-25 07:20:03
84,1474,460,3.862968766131218,pot bread great pot bread french toast amaze they busy efficient wait time busy sunday 10 minute ,2018-03-04 20:49:05
85,965,812,3.946699371005356,we decide check different place tonight the crab cake best i arizona my salmon dinner great anna pork dinner wonderful cook purple cabbage ,2014-10-25 03:45:07
86,766,691,3.818410683720563,first time try place had traditional breakfast biscuit gravy benedict i ' give ' meh ' rat although couple thing menu the toast orange juice delicious friendly service clean establishment prolly ' go back though ,2017-12-06 05:04:22
87,1690,722,3.862968766131218,so delicious come see sammy bar he make great cocktail concoction top player food delicious happy hour !!! ,2017-05-10 07:02:00
88,228,1030,3.972417557085318,perfect place get good greasy bar food the irish nacho delicious !! i love crispy ' get soggy sit around keep mind ' big portion the onion ring nice crispy spinach dip decent moscow mule 3 5 it pretty empty saturday night ,2016-06-27 01:14:06
89,126,108,3.870578496947323,this place excellent place go around strip the food delicious price good staff friendly although chicken cannot go wrong i 1 / 2 chicken also crispy chicken burrito good in addition i always get yucca fry ; lunch order burrito yucca fry $ 10 ' finish in addition always get green sauce use heat tolerance it definitely kick mix mayo especially yucca fry i ' know i would drive way eat worth go close ,2013-10-03 13:55:34
90,557,579,3.9067365455396112,great place the wife i repeatedly the staff always friendly service quick excellent we ' try good selection menu u ' mostly enjoy everything ' try all appetizer good great my favorite cracklins the vinegar taste addition spicy season make unique uniquely addictive i even get extra take home the potato swirl probably next best can ' say i ' fan meat chicken chicken good our favorite entree item wing they delicious perfectly cook after experiment menu probably get future visit ( okay i kid i still need try tilapia ... wing ) ,2018-03-16 23:07:36
91,448,858,3.7442353359107843,so boyfriend ' figure want eat walk fashion show mall ti finally decide try blt burger all i want salad i get veggie salad it gorgeous look taste pretty good i love chunk avacado yummy my boyfriend get bbq briskey burger colesslaw side waffle fry i steal fry two okay think burger decent best thing ever overall pretty good rather pricey the table behind u rave excite shake also seem drink i ' sure good actually ,2012-04-28 15:10:41
92,1390,974,3.799697944402952,this first time korean bbq restaurant so i ' new portion expect complaint it 8 95 1 / 4 lb meat cook we get three order meat appetizer wonton veggie fry rice taste wise everything excellent i leave little hungry now service excellent i ' think attentive friendly service restaurant i ' great atmosphere i definitely go ,2018-05-06 08:46:59
93,274,107,4.968423032954105,absolutely love place friendly staff never bad meal tasty dessert great selection beer wine can ' get much better place be sure try : italian combo sub roll chicken spinach salad goat cheese tiramisu cannoli ( traditional ) cannoli ( chocolate shell ) honestly ... anything order love enjoy ,2016-10-13 21:54:20
